Train Loss,Valid Loss,Train MAE,Valid MAE
0.028024722659191884,0.018263202994228244,0.1840836420342639,0.15134162294281112
0.015996234032318934,0.013869939814810153,0.14229921303637377,0.13191545686938547
0.012631306610350217,0.011293284451732269,0.12625840439142047,0.1188973015421754
0.010587567217661055,0.009669220583005384,0.11584071531058192,0.11001387191610737
0.009188005720245671,0.008717926368898862,0.10744644263824382,0.10429327783884702
0.008088776138383191,0.007480047333829261,0.10057745871322972,0.0964860569138627
0.007248140918742214,0.006864936214747963,0.09509223285359103,0.09225800190563802
0.006672581928046224,0.006375435697422786,0.09131076004538503,0.08892824136085443
0.006151601649377938,0.005903545275356595,0.08745977673288825,0.08537716335141575
0.0057701772905990375,0.0055205842994570315,0.08444399931109868,0.08236602162356144
0.0053633023370904,0.005187089978293939,0.08121142070089186,0.07962692112147392
0.005137793784895977,0.004984113293328694,0.07943058110304646,0.0778553478055067
0.004859026116025927,0.00476073754716899,0.0771646079170954,0.07595931514576598
0.004661051459590924,0.0045939929249299155,0.07541751457782059,0.07439204680544513
0.004459732989585223,0.004496956888872843,0.07365783978696469,0.07338770697792094
0.004318762824616649,0.004308678099064977,0.07231478512912363,0.07173661887645721
0.004166634937331497,0.004192994718628747,0.07097382935975398,0.07059904344223596
0.0040440388631166795,0.004083966209481542,0.06980729336244659,0.0696132661891984
0.003919643442752165,0.00398189838897515,0.06865334898962841,0.06859124352881958
0.0038271304154833714,0.003941596586621933,0.0677351895068492,0.06811650764275264
0.0037282429191029883,0.0037512704013631893,0.06682704785070219,0.06637092372337422
0.0036524701961218476,0.003797027314980547,0.06593024144535298,0.06649787367119656
0.0035730151132309248,0.003641398551945503,0.06514186491551516,0.0652065382345573
0.0035063806364403947,0.0035549133879269335,0.06468844753722627,0.06439828380317121
0.003451795400270111,0.0035723753459100333,0.06397118907864693,0.06435607311192092
0.00339764146577124,0.0034504309215198656,0.0632946889951721,0.0631348126522311
0.003336294804100546,0.003419859256673526,0.06275225232739548,0.06314302827199023
0.00327526766178361,0.0033277244880222357,0.06212593299838213,0.06209804372979211
0.0032164172523401,0.003335138786115221,0.06141581848732658,0.062218298653622606
0.00320634156200136,0.0033010025362165034,0.061219533488571225,0.06160422135795747
0.0031490749321304834,0.0034021453319729627,0.060723918496624577,0.06197414906708511
0.0031096724340679135,0.003152867814955803,0.06002760122341293,0.06011056629094211
0.003062405471260158,0.0031938958926113334,0.05967390855083932,0.060253297323947186
0.0030301147184523566,0.0033023310890356143,0.059337444981182375,0.061064994548792606
0.003018797975655489,0.003130250603898422,0.0591768256251837,0.059618647464297035
0.002950302004843455,0.0031753492922606793,0.058377817755083106,0.05975167752875315
0.0029203833298191064,0.0030161630398092363,0.058038591283497275,0.05853951558262318
0.002912995589480221,0.0030028170033299423,0.05802324644804418,0.05830707927267034
0.0028714725716768967,0.003037221843728444,0.057603584980214395,0.0584251279389108
0.0028481649567040947,0.0031046321366464237,0.05722955783659762,0.05888712346241191
0.002836105297726638,0.0028992988953979075,0.057058311529926485,0.05722800772506874
0.002810142228503588,0.0029756181459821814,0.05678631887621396,0.05757127126509493
0.002774746380697519,0.0028724298141636216,0.05636615300928796,0.05667076426577735
0.0027412239350606458,0.002912766710444764,0.05600327253341675,0.05690340760287705
0.0027223386967854275,0.0028584767198124965,0.055769806089517954,0.056713449684056366
0.0026967401011404094,0.0028698555034279197,0.05531503989563122,0.056709627197547394
0.002662820845331111,0.002828851729709577,0.055080903420498324,0.05633520944551988
0.0026447124521970958,0.002925343294562837,0.054803573728337156,0.05682097724476061
0.002634826337697206,0.0027815474529418495,0.054776708263304684,0.055775968266742214
0.002627463270079709,0.0027396147826465067,0.05458240838838624,0.05506054278124462
0.0026145952377611627,0.00274216776251324,0.054343636805465174,0.05544520195547517
0.002613631744260112,0.0027539057761326534,0.05442068495273173,0.0552449171932844
0.0025537120291500813,0.0028841036870111744,0.053620948228281694,0.055875568930710946
0.0025737058290710244,0.0026624819306148725,0.05370565920651376,0.054193842582977735
0.0025249631416827596,0.0026972699581508663,0.05325189798132523,0.054516605954695416
0.0025483617071433554,0.0026588211148664666,0.053483510936994653,0.05415251681750471
0.0025482597468596707,0.0026519297120662835,0.05345046465526094,0.05411847308278084
0.0025093819786488384,0.0027146117169071326,0.05291197671704776,0.054238435506195455
0.0025055515693852325,0.0026288087531872147,0.052841567675342094,0.05391898232844326
0.002495707703878048,0.0027104593321707073,0.052765756897576205,0.054082684609648234
0.0024812568994271537,0.002683696321576469,0.05243748877119351,0.05400417640909448
0.0024613178436077767,0.002694076597951092,0.05235227030682397,0.05387212481948879
0.002444001616034136,0.002538539259206061,0.05202541790798411,0.052627739659347736
0.0024300428140758687,0.0025717690179997183,0.052001889795064926,0.05318224070580689
0.0024291605349154688,0.002567226785215569,0.05192480030489135,0.05286683618918166
0.0024205207864597595,0.002520392937878785,0.05186769951108869,0.05248146871482576
0.002400288907436563,0.0025901838720261633,0.05149615441377346,0.05282068260378771
0.002378312755665918,0.002534349230801934,0.051304934194663185,0.05277096816188805
0.002360364364401496,0.0025250188700229556,0.051013355084753534,0.05212989926233992
0.0023772388060049683,0.0024960172766415804,0.05109632008715526,0.05196098459663091
0.002366192268461666,0.002633414862162948,0.051024995822381305,0.05283842139414974
0.002389018689656721,0.0024826195501312094,0.05118592457285711,0.05204598793199846
0.0023496735664377626,0.0024819042015872842,0.050801155919378456,0.0518018529079594
0.002370351013707948,0.002616982944505094,0.05087466454589284,0.05263018991042684
0.002386655211953407,0.0025841351289145804,0.0510286301947557,0.05330014921776898
0.0023638816184846203,0.0024362025241908077,0.050786859193048275,0.05106654507922126
0.002332831221271202,0.0024469731346267714,0.050577176969263934,0.051435882473116985
0.0023174667734997935,0.0025971964346831076,0.05030866266859995,0.05221441341238422
0.0023178282027764546,0.002445649014544914,0.05029625801200217,0.051172124938322947
0.002306564218914983,0.0024296453147735837,0.050092443146488884,0.05100142536359233
0.002309878450375493,0.002401816355833015,0.050153879344567553,0.050645403016905684
0.0022745607673170997,0.0024455725231657286,0.049760204928738255,0.05165580558505925
0.0022749266045011735,0.002399941842833703,0.04972939017404626,0.05075225632611688
0.0022838175487281246,0.0024220616869315816,0.04979510615755628,0.05076139318672093
0.0022806200570055653,0.00241637766976691,0.04971119641632467,0.05075840451396429
0.002268739653200927,0.0024034817690042768,0.04950974385377827,0.05084814045291681
0.0022511384702268078,0.0024119294704413497,0.04927810112183744,0.05059804353159624
0.0022407825132571423,0.0023866851840142187,0.049177687263467926,0.050563712376397806
0.002224547217821481,0.0023979999229207737,0.04907783753909431,0.05034826245237064
0.00220322831846461,0.002452605861480107,0.04876757038014752,0.05064866160387759
0.0022617849416320924,0.0026572562291749292,0.04942557671582782,0.05217655016096322
0.002230023607445581,0.0023519219651531717,0.04896235645755188,0.05009501070513592
0.0022281431519732505,0.002390706628378663,0.04901388949239171,0.05032266835336919
0.0021985183617302013,0.0023614287277084443,0.04862421848713518,0.050249289017874045
0.0022039184748957105,0.002372581616753934,0.048696389239463775,0.050180298386962266
0.0022113707593896174,0.002528887302321675,0.048736232313347026,0.0510134588327858
0.002215657774782316,0.002355597581115219,0.04870414779475936,0.04972424795785984
0.0021850008373409248,0.002341400556774302,0.04834968949687648,0.049743415696637615
0.002168107811211758,0.002504475220998788,0.04815702628787164,0.05090178398194013
0.0022022212546976556,0.0023531971004355206,0.04851038174352029,0.04994177490055978
0.0021823638581208414,0.00233089807768958,0.048306428130481624,0.05004104859866462
0.0021652523078141616,0.002310174672011208,0.048080953788924054,0.04961304614072913
0.0021696370587540935,0.0023014490041634314,0.04806035715383249,0.04924548826330192
0.0021640313545020517,0.0023891584657888105,0.04809107062230994,0.04976280723939409
0.002149992670873636,0.0023134036780940695,0.04795811111693616,0.049645456062121826
0.002185771964291775,0.0024412165907166015,0.04821451356100453,0.0501518755161262
0.002164474121454478,0.0023007324255247424,0.048015649267635144,0.049249965072303385
0.0021491949601177046,0.002301896860419245,0.047865775745961216,0.04898959684830446
0.0021416454871471683,0.002299528726103058,0.04770708302934687,0.04905928074792548
0.0021621520701027314,0.0022690518697319954,0.04784322399776299,0.04881058430129832
0.0021460499774039418,0.002291946068660102,0.04763696458633546,0.048882253285679786
0.0021504418288644115,0.0022615178429580235,0.0477323391689704,0.048775123210845296
0.0021248148873096685,0.002279198438684632,0.04755002755176771,0.04930309979961468
0.0021228341673097044,0.0023983523853683283,0.047410412698046314,0.04951842256880307
0.002138272984119432,0.002352005463432182,0.04762218208736056,0.04931998088747471
0.0021329994176651212,0.0022558306426890976,0.047544884150261646,0.04842098200550446
0.0021305883696491642,0.0022706832489246256,0.04749481746002094,0.04901294316445197
0.0021135962712317967,0.0023150376656411826,0.04722345129332759,0.048851252097141494
0.002117805398261448,0.002264262337426466,0.047193269890088305,0.048875143712425566
0.0021128856240758684,0.002407295574023799,0.04719776187378626,0.049391722736450344
0.0021414261220114215,0.002247672056668549,0.04752876405063626,0.04839567256557358
0.0021170877018728508,0.002283397500266458,0.04727215117976799,0.04839581238118919
0.0021236113519277552,0.002261455703227149,0.04714836611353851,0.04863938897639721
0.002087705725294349,0.0022749474843625317,0.0468902080417513,0.04893358291445912
0.0021075617629461563,0.0022421117914332585,0.0472169623456218,0.04824792077908149
0.0021033954722774247,0.0022443171551490165,0.04696527617117325,0.04854789876437687
0.0020886916753516853,0.0023643217127692034,0.04682937905296579,0.04910169007790672
0.0020960041389383793,0.0022330999885640155,0.04694789364100336,0.04815766551382058
0.0020610221097460734,0.0023424314486409923,0.04655723655400993,0.04880323344385707
0.0021218239468965235,0.0023066799670874655,0.04710505015731275,0.04854792213210693
0.0020643399285080913,0.002273308935451445,0.04665009876700131,0.048955013076742215
0.002094705281795452,0.002393638766435841,0.04686832675462836,0.04916320988660926
0.0020935504654116303,0.0022291734007063445,0.04677438463729162,0.04815548791230975
0.002069210609212726,0.0022381349691430797,0.046662806513738796,0.04802427558111144
0.0020770412166374965,0.0022522947731447385,0.046640258855544604,0.048037843244684325
0.0020761383616795335,0.0022450945856232014,0.046626138468305545,0.047982864316318416
0.0020805027407522383,0.002221912274241343,0.04667669090514,0.04830373273967029
0.0020885005602661938,0.0022735367846590552,0.046764942439650736,0.04808874915425594
0.0020590431335336576,0.0022576986225908034,0.04637728502544073,0.04784328724954512
0.0020602384046488603,0.002205821019564788,0.04641430748144647,0.04767581474009927
0.002052571512986678,0.002225819631590397,0.04622466011637157,0.04801248550623447
0.0020669812985396312,0.002245779608382837,0.04645474769591868,0.047741745214362245
0.002059832867397764,0.002214560700398121,0.04639820503136078,0.04807541446460711
0.0020676897578201926,0.002203707658959279,0.04648319183738082,0.04759841003305428
0.0020452940431944506,0.0021966341866662244,0.0462414821857339,0.047671240344122574
0.0020504070252955115,0.002227769845484437,0.04625029494608199,0.047784599937967485
0.0020425074189979503,0.0023734228216580576,0.04606051572396622,0.04872174782457052
0.0020811411057976626,0.0022271464707434075,0.0465784273598786,0.04763566103431728
0.0020732747609043247,0.0021842191796880087,0.046364336320153486,0.04729615894335133
0.0020690875850826293,0.0022038180524340044,0.046411725868295124,0.04748380119046131
0.0020457338118417697,0.00222262222534762,0.04616278122094544,0.04749707580654771
0.00205497111851623,0.0021891097686338153,0.046220935399194696,0.047289691578883394
0.0020653490358524,0.0021841288930931862,0.04641674636127232,0.047484699532493846
0.0020353740290413006,0.002225998087323733,0.04593170082548281,0.047346105473441674
0.0020371644128394035,0.002221560583554104,0.04598627626322783,0.04773853159138373
0.0020370752110237165,0.0022212917936014964,0.045946492494403066,0.04780088586511312
0.0020420223281562484,0.0022045958549487634,0.046095954449651956,0.04736527428030968
0.0020289252177564674,0.002184316773175985,0.04592859742420537,0.04757451990267614
0.0020301322801969945,0.00223037422230871,0.04580545431927784,0.047657969401224506
0.0020330305080177016,0.0022058385095422295,0.04583220276330317,0.04759729460819618
0.002045972445748512,0.0023823469808859216,0.04598927671102794,0.04856350541219011
0.0020654863210629437,0.002264934197927897,0.046196107016680955,0.04860284455589481
0.0020275057026452117,0.0021898942923017,0.04581325219852941,0.04746131200369422
0.002009585928790584,0.0021703073533473317,0.04556404275598226,0.04717194020643935
0.002051628332738146,0.0021843391550392223,0.04603542159539419,0.047269163509974114
0.0020048173858419425,0.0021843967236370057,0.045528416098518806,0.04737269354762731
0.0020066747817184803,0.002217665969205278,0.0455837149589837,0.047523294347566324
0.0020279871353593012,0.0021830478868727294,0.04567236708594369,0.04715950768831727
0.0020242408125570135,0.002188849323950187,0.04576437689780772,0.04723036302240578
0.0020330742789575686,0.0021810452868979606,0.04575147870537284,0.047353392584132147
0.002008972385445597,0.0021902835957211004,0.04551979933272709,0.047546753099748304
0.0020309362102176186,0.0021572795613519066,0.04586467541545838,0.04669270119988001
0.0020110853988403728,0.0021765753008112622,0.04553396443647521,0.047564166643611204
0.002020134224631283,0.0021533456539826377,0.04566796312851089,0.04716098519576179
0.0020267054926232804,0.0021647690759541895,0.04566175792809133,0.047234580572043265
0.002012775159095759,0.0021825830966651022,0.04561490357130558,0.04716353819191039
0.0019977618675594304,0.0022413240284886913,0.04541234424585229,0.047534239667278905
0.002015096926328993,0.002159915231103143,0.04556425445928024,0.04683513530380242
0.0020105508266023355,0.002210712042422249,0.04547276319219516,0.04711548569840151
0.0020117673988721066,0.002133172041235062,0.045483228392325915,0.04660502050098006
